checkin_date,checkin_day,ckeckout_date,checkout_day,hotel_name,location,grade,score,customer_num,price
601,목,603,토,파르나스 호텔 제주,서귀포,5,9.2,2,727500
601,목,603,토,제주 신라 호텔,서귀포,5,9.0,2,772750
601,목,603,토,랜딩관 제주신화월드 호텔앤리조트,서귀포,5,8.3,2,303040
601,목,603,토,메종 글래드 제주,제주,5,8.1,2,332259
601,목,603,토,롯데 호텔 제주,서귀포,5,8.8,2,630000
601,목,603,토,라마다 프라자 제주 호텔,제주,5,8.2,2,357025
601,목,603,토,신라스테이 제주,제주,4,8.0,2,249400
601,목,603,토,그랜드 하얏트 제주,제주,5,8.8,2,608400
601,목,603,토,유탑 유블레스호텔,제주,4,8.0,2,554647
601,목,603,토,그랜드 조선 제주,서귀포,5,8.9,2,630018
601,목,603,토,에코랜드 호텔,제주,0,0.0,2,333223
601,목,603,토,베스트웨스턴 제주호텔,제주,4,7.6,2,177596
601,목,603,토,탐라스테이 호텔 제주,제주,4,7.7,2,147397
601,목,603,토,라마다 제주 시티 호텔,제주,4,8.1,2,154712
601,목,603,토,신화관 제주신화월드 호텔앤리조트,서귀포,5,8.3,2,435666
601,목,603,토,해비치 호텔 & 리조트,서귀포,5,8.6,2,602055
601,목,603,토,호텔 리젠트 마린 더 블루,제주,4,8.2,2,403953
601,목,603,토,브라운 스위트 제주,서귀포,4,7.3,2,86748
601,목,603,토,서머셋 제주신화월드,서귀포,5,8.6,2,897900
601,목,603,토,휘닉스 제주 섭지코지,서귀포,4,7.8,2,662338
601,목,603,토,더큐브 리조트 제주,서귀포,4,8.2,2,138739
601,목,603,토,롯데시티호텔 제주,제주,4,8.5,2,275500
601,목,603,토,호텔 브릿지 서귀포,서귀포,4,8.0,2,139142
601,목,603,토,호텔 케니 서귀포,서귀포,3,8.1,2,66073
601,목,603,토,호텔 시리우스,제주,4,8.3,2,254108
601,목,603,토,골든튤립 제주성산호텔,서귀포,4,7.7,2,124017
601,목,603,토,호텔 난타,제주,4,8.6,2,166364
601,목,603,토,더 베스트 제주 성산,서귀포,4,7.9,2,87603
601,목,603,토,한림리조트,제주,0,0.0,2,214545
601,목,603,토,메리어트관 제주신화월드 호텔앤리조트,서귀포,5,8.4,2,378846
601,목,603,토,호텔 토스카나,서귀포,5,9.0,2,407782
601,목,603,토,서귀포 JS호텔,서귀포,4,8.4,2,98430
601,목,603,토,히든 클리프 호텔&네이쳐,서귀포,5,8.3,2,350480
601,목,603,토,제주 웨스턴 그레이스 호텔,서귀포,3,8.4,2,62660
601,목,603,토,호텔 샬롬 제주,제주,4,7.9,2,97386
601,목,603,토,코델리아 S 호텔,서귀포,3,7.6,2,66942
601,목,603,토,세인트 비치 호텔,제주,4,7.0,2,134010
601,목,603,토,함덕비치스테이제주,제주,2,8.0,2,123884
601,목,603,토,호텔 케니 모슬포,서귀포,3,8.4,2,92722
601,목,603,토,더 그랜드 섬오름,서귀포,4,8.3,2,278400
601,목,603,토,스탠포드 호텔 & 리조트 제주,제주,0,8.0,2,293637
601,목,603,토,아스타 호텔,제주,4,8.4,2,134878
601,목,603,토,골든데이지 서귀포오션 호텔,서귀포,4,7.9,2,84568
601,목,603,토,스타즈 호텔 제주 로베로점,제주,3,8.0,2,73714
601,목,603,토,그라벨 호텔,제주,4,8.1,2,168538
601,목,603,토,훈데르트힐즈,제주,0,0.0,2,480272
601,목,603,토,글로스터 호텔 제주,제주,4,8.3,2,126275
601,목,603,토,엠스테이 호텔 제주,서귀포,4,7.8,2,75972
601,목,603,토,제주 센트럴시티호텔,제주,3,7.7,2,119869
601,목,603,토,신신호텔 천지연,서귀포,4,7.9,2,55037
601,목,603,토,신신호텔 제주공항,제주,4,7.6,2,84945
601,목,603,토,플레이스 캠프 제주,서귀포,4,8.3,2,73347
601,목,603,토,레슬리 호텔,제주,3,7.8,2,103780
601,목,603,토,헤이 서귀포,서귀포,3,7.9,2,64980
601,목,603,토,루체빌,서귀포,3,8.4,2,434344
601,목,603,토,까사로마 호텔,서귀포,3,8.8,2,188837
601,목,603,토,캠퍼트리 호텔 앤 리조트,제주,4,8.4,2,302315
601,목,603,토,제주 디 아일랜드 블루 호텔,서귀포,4,8.1,2,123636
601,목,603,토,산방산 호텔,서귀포,3,8.5,2,180412
601,목,603,토,유니호텔 제주,제주,4,7.7,2,327272
601,목,603,토,코업시티호텔 성산,서귀포,4,7.9,2,219972
601,목,603,토,스위트 호텔 제주,서귀포,5,8.3,2,434543
601,목,603,토,어반아일랜드 호텔,제주,3,7.4,2,91985
601,목,603,토,엠버퓨어힐호텔&리조트,제주,5,9.2,2,863636
601,목,603,토,서귀포 칼 호텔,서귀포,5,8.2,2,524015
601,목,603,토,신신호텔 제주월드컵,서귀포,4,7.7,2,52972
601,목,603,토,벨룸 리조트,서귀포,5,8.8,2,742860
601,목,603,토,오션스위츠 제주 호텔,제주,4,8.1,2,272073
601,목,603,토,호텔 위드 제주,제주,4,8.0,2,136363
601,목,603,토,제주 아리아 호텔,서귀포,3,8.4,2,151726
601,목,603,토,라마다 바이 윈덤 제주 더 함덕,제주,4,7.8,2,171436
601,목,603,토,호텔에어시티,제주,4,7.9,2,115909
601,목,603,토,위드스테이호텔,제주,4,8.7,2,106414
601,목,603,토,파크 선샤인 제주,서귀포,3,8.9,2,183472
601,목,603,토,베니키아 호텔 제주,제주,3,7.5,2,95432
601,목,603,토,신신호텔 서귀포,서귀포,4,8.0,2,67967
601,목,603,토,샐리스 제주 호텔,제주,3,7.2,2,143865
601,목,603,토,퍼스트70 호텔,서귀포,4,8.1,2,100044
601,목,603,토,아이미제주비치호텔,제주,3,7.2,2,88562
601,목,603,토,포도 호텔,서귀포,0,0.0,2,1098353
601,목,603,토,오션 팰리스 호텔,서귀포,4,7.4,2,83183
601,목,603,토,제주 노블레스 관광호텔,제주,3,7.8,2,113937
601,목,603,토,호텔 빠레브,서귀포,4,8.2,2,137236
601,목,603,토,호텔 레오,제주,4,8.9,2,128091
601,목,603,토,애월 스테이 인 제주,제주,2,8.6,2,196683
601,목,603,토,위드시티호텔,제주,2,7.0,2,108822
601,목,603,토,오션블루 호텔,서귀포,3,7.2,2,78420
601,목,603,토,제주 썬호텔,제주,5,8.8,2,222201
601,목,603,토,블루 하와이 리조트,제주,3,7.9,2,121009
601,목,603,토,머큐어 앰배서더 제주,서귀포,5,8.0,2,328926
601,목,603,토,호텔 화인 제주,서귀포,4,9.2,2,115455
601,목,603,토,호텔 스카이파크 제주 1호점,제주,3,7.8,2,118365
601,목,603,토,엠버 호텔 제주,제주,4,8.5,2,134388
601,목,603,토,호텔더그랑 서귀포,서귀포,3,10.0,2,163636
601,목,603,토,탑스텐 빌라 드 애월,제주,4,8.2,2,216093
601,목,603,토,아길라 호텔,제주,3,7.9,2,263636
601,목,603,토,호텔 삼해인,제주,1,8.0,2,57395
601,목,603,토,더 포 그레이스 리조트,서귀포,3,7.9,2,100358
601,목,603,토,소랑 풀빌라,제주,3,8.4,2,281818
601,목,603,토,오션스타,서귀포,0,0.0,2,229091
602,금,604,일,제주 신라 호텔,서귀포,5,9.0,2,1012000
602,금,604,일,메종 글래드 제주,제주,5,8.1,2,281820
602,금,604,일,롯데 호텔 제주,서귀포,5,8.8,2,685500
602,금,604,일,라마다 프라자 제주 호텔,제주,5,8.2,2,327273
602,금,604,일,신라스테이 제주,제주,4,8.0,2,266800
602,금,604,일,그랜드 하얏트 제주,제주,5,8.8,2,716400
602,금,604,일,유탑 유블레스호텔,제주,4,8.0,2,207127
602,금,604,일,그랜드 조선 제주,서귀포,5,8.9,2,774024
602,금,604,일,에코랜드 호텔,제주,0,0.0,2,449587
602,금,604,일,휘슬락 호텔,제주,4,7.7,2,159919
602,금,604,일,베스트웨스턴 제주호텔,제주,4,7.6,2,161158
602,금,604,일,탐라스테이 호텔 제주,제주,4,7.7,2,164793
602,금,604,일,라마다 제주 시티 호텔,제주,4,8.1,2,154712
602,금,604,일,신화관 제주신화월드 호텔앤리조트,서귀포,5,8.3,2,569800
602,금,604,일,해비치 호텔 & 리조트,서귀포,5,8.6,2,754688
602,금,604,일,호텔 리젠트 마린 더 블루,제주,4,8.2,2,419739
602,금,604,일,브라운 스위트 제주,서귀포,4,7.3,2,84776
602,금,604,일,휘닉스 제주 섭지코지,서귀포,4,7.8,2,724155
602,금,604,일,더큐브 리조트 제주,서귀포,4,8.2,2,149410
602,금,604,일,롯데시티호텔 제주,제주,4,8.5,2,304001
602,금,604,일,호텔 브릿지 서귀포,서귀포,4,8.0,2,435029
602,금,604,일,호텔 케니 서귀포,서귀포,3,8.1,2,66909
602,금,604,일,호텔 시리우스,제주,4,8.3,2,254108
602,금,604,일,제주 부영 호텔&리조트,서귀포,5,9.1,2,354998
602,금,604,일,골든튤립 제주성산호텔,서귀포,4,7.7,2,122520
602,금,604,일,호텔 난타,제주,4,8.6,2,189626
602,금,604,일,더 베스트 제주 성산,서귀포,4,7.9,2,87603
602,금,604,일,한림리조트,제주,0,0.0,2,261818
602,금,604,일,서귀포 JS호텔,서귀포,4,8.4,2,107370
602,금,604,일,제주 웨스턴 그레이스 호텔,서귀포,3,8.4,2,56407
602,금,604,일,호텔 샬롬 제주,제주,4,7.9,2,97386
602,금,604,일,코델리아 S 호텔,서귀포,3,7.6,2,66116
602,금,604,일,세인트 비치 호텔,제주,4,7.0,2,142944
602,금,604,일,함덕비치스테이제주,제주,2,8.0,2,131736
602,금,604,일,호텔 케니 모슬포,서귀포,3,8.4,2,86767
602,금,604,일,스탠포드 호텔 & 리조트 제주,제주,0,8.0,2,307686
602,금,604,일,아스타 호텔,제주,4,8.4,2,148403
602,금,604,일,골든데이지 서귀포오션 호텔,서귀포,4,7.9,2,86535
602,금,604,일,스타즈 호텔 제주 로베로점,제주,3,8.0,2,85474
602,금,604,일,그라벨 호텔,제주,4,8.1,2,152047
602,금,604,일,훈데르트힐즈,제주,0,0.0,2,663964
602,금,604,일,글로스터 호텔 제주,제주,4,8.3,2,147273
602,금,604,일,엠스테이 호텔 제주,서귀포,4,7.8,2,75972
602,금,604,일,제주 센트럴시티호텔,제주,3,7.7,2,122723
602,금,604,일,신신호텔 천지연,서귀포,4,7.9,2,53508
602,금,604,일,신신호텔 제주공항,제주,4,7.6,2,97196
602,금,604,일,플레이스 캠프 제주,서귀포,4,8.3,2,74544
602,금,604,일,레슬리 호텔,제주,3,7.8,2,103780
602,금,604,일,헤이 서귀포,서귀포,3,7.9,2,74440
602,금,604,일,루체빌,서귀포,3,8.4,2,213904
602,금,604,일,캠퍼트리 호텔 앤 리조트,제주,4,8.4,2,327934
602,금,604,일,제주 디 아일랜드 블루 호텔,서귀포,4,8.1,2,150909
602,금,604,일,유니호텔 제주,제주,4,7.7,2,611139
602,금,604,일,코업시티호텔 성산,서귀포,4,7.9,2,102742
602,금,604,일,스위트 호텔 제주,서귀포,5,8.3,2,355110
602,금,604,일,어반아일랜드 호텔,제주,3,7.4,2,91985
602,금,604,일,담모라 리조트,서귀포,3,7.3,2,92580
602,금,604,일,엠버퓨어힐호텔&리조트,제주,5,9.2,2,945454
602,금,604,일,서귀포 칼 호텔,서귀포,5,8.2,2,475630
602,금,604,일,신신호텔 제주월드컵,서귀포,4,7.7,2,54204
602,금,604,일,오션스위츠 제주 호텔,제주,4,8.1,2,247339
602,금,604,일,호텔 위드 제주,제주,4,8.0,2,122982
602,금,604,일,제주 아리아 호텔,서귀포,3,8.4,2,184056
602,금,604,일,라마다 바이 윈덤 제주 더 함덕,제주,4,7.8,2,190818
602,금,604,일,호텔에어시티,제주,4,7.9,2,125454
602,금,604,일,위드스테이호텔,제주,4,8.7,2,100662
602,금,604,일,파크 선샤인 제주,서귀포,3,8.9,2,197451
602,금,604,일,베니키아 호텔 제주,제주,3,7.5,2,96299
602,금,604,일,호텔 더 원,제주,4,7.4,2,148612
602,금,604,일,신신호텔 서귀포,서귀포,4,8.0,2,65954
602,금,604,일,제주 오리엔탈 호텔,제주,5,7.5,2,129455
602,금,604,일,샐리스 제주 호텔,제주,3,7.2,2,166715
602,금,604,일,퍼스트70 호텔,서귀포,4,8.1,2,97893
602,금,604,일,씨오르리조트,서귀포,3,8.4,2,209090
602,금,604,일,아이미제주비치호텔,제주,3,7.2,2,92994
602,금,604,일,오션 팰리스 호텔,서귀포,4,7.4,2,90765
602,금,604,일,제주 노블레스 관광호텔,제주,3,7.8,2,118696
602,금,604,일,호텔 빠레브,서귀포,4,8.2,2,137236
602,금,604,일,호텔 레오,제주,4,8.9,2,149100
602,금,604,일,위드시티호텔,제주,2,7.0,2,106292
602,금,604,일,오션블루 호텔,서귀포,3,7.2,2,66097
602,금,604,일,제주 썬호텔,제주,5,8.8,2,231553
602,금,604,일,블루 하와이 리조트,제주,3,7.9,2,107438
602,금,604,일,디 아넥스 호텔,서귀포,3,9.0,2,537095
602,금,604,일,머큐어 앰배서더 제주,서귀포,5,8.0,2,426717
602,금,604,일,호텔 화인 제주,서귀포,4,9.2,2,115455
602,금,604,일,호텔 스카이파크 제주 1호점,제주,3,7.8,2,113754
602,금,604,일,엠버 호텔 제주,제주,4,8.5,2,141901
602,금,604,일,호텔더그랑 서귀포,서귀포,3,10.0,2,163636
602,금,604,일,아길라 호텔,제주,3,7.9,2,363636
602,금,604,일,호텔 삼해인,제주,1,8.0,2,58730
602,금,604,일,더 포 그레이스 리조트,서귀포,3,7.9,2,119226
602,금,604,일,소랑 풀빌라,제주,3,8.4,2,309090
602,금,604,일,오션스타,서귀포,0,0.0,2,237273
602,금,604,일,그랜드 밀리언스호텔 서귀포,서귀포,4,8.3,2,54545
602,금,604,일,아루미호텔 협재점,제주,3,8.0,2,132232
602,금,604,일,호텔52,서귀포,3,7.0,2,110182
602,금,604,일,스카이 호텔,제주,3,8.0,2,88200
602,금,604,일,엘렌호텔,서귀포,2,9.0,2,152727
602,금,604,일,베이힐 풀&빌라,서귀포,5,9.0,2,1390828
603,토,605,월,제주 신라 호텔,서귀포,5,9.0,2,1078000
603,토,605,월,메종 글래드 제주,제주,5,8.1,2,272729
603,토,605,월,롯데 호텔 제주,서귀포,5,8.8,2,864800
603,토,605,월,라마다 프라자 제주 호텔,제주,5,8.2,2,335440
603,토,605,월,신라스테이 제주,제주,4,8.0,2,237800
603,토,605,월,그랜드 하얏트 제주,제주,5,8.8,2,788395
603,토,605,월,유탑 유블레스호텔,제주,4,8.0,2,207127
603,토,605,월,그랜드 조선 제주,서귀포,5,8.9,2,873027
603,토,605,월,에코랜드 호텔,제주,0,0.0,2,539504
603,토,605,월,휘슬락 호텔,제주,4,7.7,2,163638
603,토,605,월,베스트웨스턴 제주호텔,제주,4,7.6,2,148761
603,토,605,월,탐라스테이 호텔 제주,제주,4,7.7,2,149894
603,토,605,월,라마다 제주 시티 호텔,제주,4,8.1,2,154712
603,토,605,월,신화관 제주신화월드 호텔앤리조트,서귀포,5,8.3,2,848611
603,토,605,월,해비치 호텔 & 리조트,서귀포,5,8.6,2,814050
603,토,605,월,호텔 리젠트 마린 더 블루,제주,4,8.2,2,423712
603,토,605,월,브라운 스위트 제주,서귀포,4,7.3,2,86748
603,토,605,월,휘닉스 제주 섭지코지,서귀포,4,7.8,2,794804
603,토,605,월,더큐브 리조트 제주,서귀포,4,8.2,2,149678
603,토,605,월,롯데시티호텔 제주,제주,4,8.5,2,323001
603,토,605,월,호텔 브릿지 서귀포,서귀포,4,8.0,2,413280
603,토,605,월,호텔 케니 서귀포,서귀포,3,8.1,2,66909
603,토,605,월,호텔 시리우스,제주,4,8.3,2,190512
603,토,605,월,골든튤립 제주성산호텔,서귀포,4,7.7,2,124159
603,토,605,월,호텔 난타,제주,4,8.6,2,195822
603,토,605,월,더 베스트 제주 성산,서귀포,4,7.9,2,89278
603,토,605,월,한림리조트,제주,0,0.0,2,312727
603,토,605,월,서귀포 JS호텔,서귀포,4,8.4,2,98430
603,토,605,월,제주 웨스턴 그레이스 호텔,서귀포,3,8.4,2,62660
603,토,605,월,호텔 샬롬 제주,제주,4,7.9,2,97386
603,토,605,월,코델리아 S 호텔,서귀포,3,7.6,2,66116
603,토,605,월,세인트 비치 호텔,제주,4,7.0,2,142944
603,토,605,월,함덕비치스테이제주,제주,2,8.0,2,127025
603,토,605,월,호텔 케니 모슬포,서귀포,3,8.4,2,77686
603,토,605,월,스탠포드 호텔 & 리조트 제주,제주,0,8.0,2,290545
603,토,605,월,아스타 호텔,제주,4,8.4,2,148403
603,토,605,월,골든데이지 서귀포오션 호텔,서귀포,4,7.9,2,84503
603,토,605,월,스타즈 호텔 제주 로베로점,제주,3,8.0,2,86664
603,토,605,월,그라벨 호텔,제주,4,8.1,2,155502
603,토,605,월,훈데르트힐즈,제주,0,0.0,2,663964
603,토,605,월,글로스터 호텔 제주,제주,4,8.3,2,147273
603,토,605,월,엠스테이 호텔 제주,서귀포,4,7.8,2,80083
603,토,605,월,제주 센트럴시티호텔,제주,3,7.7,2,119869
603,토,605,월,신신호텔 천지연,서귀포,4,7.9,2,55037
603,토,605,월,신신호텔 제주공항,제주,4,7.6,2,94936
603,토,605,월,플레이스 캠프 제주,서귀포,4,8.3,2,76342
603,토,605,월,레슬리 호텔,제주,3,7.8,2,103780
603,토,605,월,헤이 서귀포,서귀포,3,7.9,2,79298
603,토,605,월,루체빌,서귀포,3,8.4,2,178861
603,토,605,월,캠퍼트리 호텔 앤 리조트,제주,4,8.4,2,327934
603,토,605,월,제주 디 아일랜드 블루 호텔,서귀포,4,8.1,2,448595
603,토,605,월,유니호텔 제주,제주,4,7.7,2,232359
603,토,605,월,코업시티호텔 성산,서귀포,4,7.9,2,100484
603,토,605,월,스위트 호텔 제주,서귀포,5,8.3,2,423640
603,토,605,월,어반아일랜드 호텔,제주,3,7.4,2,91985
603,토,605,월,담모라 리조트,서귀포,3,7.3,2,90720
603,토,605,월,엠버퓨어힐호텔&리조트,제주,5,9.2,2,888748
603,토,605,월,서귀포 칼 호텔,서귀포,5,8.2,2,531698
603,토,605,월,신신호텔 제주월드컵,서귀포,4,7.7,2,52972
603,토,605,월,호텔 위드 제주,제주,4,8.0,2,122174
603,토,605,월,WE호텔 제주,서귀포,5,8.5,2,420476
603,토,605,월,제주 아리아 호텔,서귀포,3,8.4,2,191064
603,토,605,월,라마다 바이 윈덤 제주 더 함덕,제주,4,7.8,2,192222
603,토,605,월,호텔에어시티,제주,4,7.9,2,115909
603,토,605,월,위드스테이호텔,제주,4,8.7,2,100662
603,토,605,월,파크 선샤인 제주,서귀포,3,8.9,2,187222
603,토,605,월,베니키아 호텔 제주,제주,3,7.5,2,99183
603,토,605,월,호텔 더 원,제주,4,7.4,2,154995
603,토,605,월,신신호텔 서귀포,서귀포,4,8.0,2,67488
603,토,605,월,제주 오리엔탈 호텔,제주,5,7.5,2,129455
603,토,605,월,샐리스 제주 호텔,제주,3,7.2,2,166038
603,토,605,월,퍼스트70 호텔,서귀포,4,8.1,2,102986
603,토,605,월,씨오르리조트,서귀포,3,8.4,2,209090
603,토,605,월,아이미제주비치호텔,제주,3,7.2,2,89575
603,토,605,월,오션 팰리스 호텔,서귀포,4,7.4,2,92633
603,토,605,월,제주 노블레스 관광호텔,제주,3,7.8,2,115935
603,토,605,월,호텔 빠레브,서귀포,4,8.2,2,137236
603,토,605,월,호텔 레오,제주,4,8.9,2,158220
603,토,605,월,위드시티호텔,제주,2,7.0,2,108822
603,토,605,월,오션블루 호텔,서귀포,3,7.2,2,64612
603,토,605,월,벤티모 호텔 앤 레지던스 제주,제주,4,9.0,2,206388
603,토,605,월,제주 썬호텔,제주,5,8.8,2,214804
603,토,605,월,블루 하와이 리조트,제주,3,7.9,2,115226
603,토,605,월,머큐어 앰배서더 제주,서귀포,5,8.0,2,398347
603,토,605,월,호텔 화인 제주,서귀포,4,9.2,2,115455
603,토,605,월,호텔 스카이파크 제주 1호점,제주,3,7.8,2,121439
603,토,605,월,엠버 호텔 제주,제주,4,8.5,2,141901
603,토,605,월,호텔더그랑 서귀포,서귀포,3,10.0,2,196070
603,토,605,월,아길라 호텔,제주,3,7.9,2,345454
603,토,605,월,호텔 삼해인,제주,1,8.0,2,62325
603,토,605,월,더 포 그레이스 리조트,서귀포,3,7.9,2,121991
603,토,605,월,소랑 풀빌라,제주,3,8.4,2,309090
603,토,605,월,오션스타,서귀포,0,0.0,2,229091
603,토,605,월,그랜드 밀리언스호텔 서귀포,서귀포,4,8.3,2,54545
603,토,605,월,아루미호텔 협재점,제주,3,8.0,2,123968
603,토,605,월,호텔52,서귀포,3,7.0,2,110182
603,토,605,월,스카이 호텔,제주,3,8.0,2,88200
603,토,605,월,엘렌호텔,서귀포,2,9.0,2,161818
603,토,605,월,베이힐 풀&빌라,서귀포,5,9.0,2,1423554
603,토,605,월,다인 오세아노 호텔,제주,4,8.1,2,382113
604,일,606,화,제주 신라 호텔,서귀포,5,9.0,2,1078000
604,일,606,화,메종 글래드 제주,제주,5,8.1,2,257232
604,일,606,화,롯데 호텔 제주,서귀포,5,8.8,2,828000
604,일,606,화,라마다 프라자 제주 호텔,제주,5,8.2,2,335440
604,일,606,화,신라스테이 제주,제주,4,8.0,2,220400
604,일,606,화,그랜드 하얏트 제주,제주,5,8.8,2,788395
604,일,606,화,유탑 유블레스호텔,제주,4,8.0,2,207127
604,일,606,화,그랜드 조선 제주,서귀포,5,8.9,2,864027
604,일,606,화,에코랜드 호텔,제주,0,0.0,2,539504
604,일,606,화,휘슬락 호텔,제주,4,7.7,2,159919
604,일,606,화,베스트웨스턴 제주호텔,제주,4,7.6,2,137335
604,일,606,화,탐라스테이 호텔 제주,제주,4,7.7,2,130000
604,일,606,화,라마다 제주 시티 호텔,제주,4,8.1,2,154712
604,일,606,화,신화관 제주신화월드 호텔앤리조트,서귀포,5,8.3,2,854750
604,일,606,화,해비치 호텔 & 리조트,서귀포,5,8.6,2,754684
604,일,606,화,호텔 리젠트 마린 더 블루,제주,4,8.2,2,218181
604,일,606,화,브라운 스위트 제주,서귀포,4,7.3,2,84776
604,일,606,화,서머셋 제주신화월드,서귀포,5,8.6,2,1248000
604,일,606,화,휘닉스 제주 섭지코지,서귀포,4,7.8,2,736363
604,일,606,화,더큐브 리조트 제주,서귀포,4,8.2,2,146045
604,일,606,화,롯데시티호텔 제주,제주,4,8.5,2,323001
604,일,606,화,호텔 브릿지 서귀포,서귀포,4,8.0,2,111814
604,일,606,화,호텔 케니 서귀포,서귀포,3,8.1,2,66909
604,일,606,화,호텔 시리우스,제주,4,8.3,2,212486
604,일,606,화,제주 부영 호텔&리조트,서귀포,5,9.1,2,262023
604,일,606,화,골든튤립 제주성산호텔,서귀포,4,7.7,2,122283
604,일,606,화,호텔 난타,제주,4,8.6,2,149925
604,일,606,화,더 베스트 제주 성산,서귀포,4,7.9,2,87603
604,일,606,화,한림리조트,제주,0,0.0,2,283636
604,일,606,화,호텔 토스카나,서귀포,5,9.0,2,4888607
604,일,606,화,서귀포 JS호텔,서귀포,4,8.4,2,90834
604,일,606,화,히든 클리프 호텔&네이쳐,서귀포,5,8.3,2,374034
604,일,606,화,제주 웨스턴 그레이스 호텔,서귀포,3,8.4,2,62660
604,일,606,화,호텔 샬롬 제주,제주,4,7.9,2,113222
604,일,606,화,제주 항공우주 호텔,서귀포,4,8.4,2,114583
604,일,606,화,코델리아 S 호텔,서귀포,3,7.6,2,71035
604,일,606,화,세인트 비치 호텔,제주,4,7.0,2,142944
604,일,606,화,함덕비치스테이제주,제주,2,8.0,2,119958
604,일,606,화,호텔 케니 모슬포,서귀포,3,8.4,2,77686
604,일,606,화,아스타 호텔,제주,4,8.4,2,134878
604,일,606,화,골든데이지 서귀포오션 호텔,서귀포,4,7.9,2,78814
604,일,606,화,스타즈 호텔 제주 로베로점,제주,3,8.0,2,72810
604,일,606,화,그라벨 호텔,제주,4,8.1,2,225000
604,일,606,화,훈데르트힐즈,제주,0,0.0,2,549025
604,일,606,화,엠스테이 호텔 제주,서귀포,4,7.8,2,80083
604,일,606,화,제주 센트럴시티호텔,제주,3,7.7,2,113170
604,일,606,화,신신호텔 천지연,서귀포,4,7.9,2,53786
604,일,606,화,신신호텔 제주공항,제주,4,7.6,2,97196
604,일,606,화,플레이스 캠프 제주,서귀포,4,8.3,2,74544
604,일,606,화,레슬리 호텔,제주,3,7.8,2,103780
604,일,606,화,헤이 서귀포,서귀포,3,7.9,2,81210
604,일,606,화,루체빌,서귀포,3,8.4,2,143818
604,일,606,화,까사로마 호텔,서귀포,3,8.8,2,204639
604,일,606,화,캠퍼트리 호텔 앤 리조트,제주,4,8.4,2,327934
604,일,606,화,제주 디 아일랜드 블루 호텔,서귀포,4,8.1,2,234248
604,일,606,화,산방산 호텔,서귀포,3,8.5,2,173554
604,일,606,화,유니호텔 제주,제주,4,7.7,2,205436
604,일,606,화,코업시티호텔 성산,서귀포,4,7.9,2,102742
604,일,606,화,스위트 호텔 제주,서귀포,5,8.3,2,398720
604,일,606,화,어반아일랜드 호텔,제주,3,7.4,2,91985
604,일,606,화,담모라 리조트,서귀포,3,7.3,2,83084
604,일,606,화,엠버퓨어힐호텔&리조트,제주,5,9.2,2,945454
604,일,606,화,서귀포 칼 호텔,서귀포,5,8.2,2,473230
604,일,606,화,신신호텔 제주월드컵,서귀포,4,7.7,2,54204
604,일,606,화,아시아호텔,제주,4,8.0,2,108828
604,일,606,화,호텔 위드 제주,제주,4,8.0,2,122982
604,일,606,화,WE호텔 제주,서귀포,5,8.5,2,420476
604,일,606,화,제주 아리아 호텔,서귀포,3,8.4,2,155296
604,일,606,화,라마다 바이 윈덤 제주 더 함덕,제주,4,7.8,2,171436
604,일,606,화,호텔에어시티,제주,4,7.9,2,109091
604,일,606,화,위드스테이호텔,제주,4,8.7,2,100662
604,일,606,화,파크 선샤인 제주,서귀포,3,8.9,2,185336
604,일,606,화,베니키아 호텔 제주,제주,3,7.5,2,107604
604,일,606,화,호텔 더 원,제주,4,7.4,2,135854
604,일,606,화,신신호텔 서귀포,서귀포,4,8.0,2,65954
604,일,606,화,제주 오리엔탈 호텔,제주,5,7.5,2,129455
604,일,606,화,샐리스 제주 호텔,제주,3,7.2,2,166038
604,일,606,화,퍼스트70 호텔,서귀포,4,8.1,2,97893
604,일,606,화,씨오르리조트,서귀포,3,8.4,2,209090
604,일,606,화,아이미제주비치호텔,제주,3,7.2,2,83901
604,일,606,화,오션 팰리스 호텔,서귀포,4,7.4,2,85345
604,일,606,화,제주 노블레스 관광호텔,제주,3,7.8,2,106652
604,일,606,화,호텔 빠레브,서귀포,4,8.2,2,137236
604,일,606,화,위드시티호텔,제주,2,7.0,2,106292
604,일,606,화,오션블루 호텔,서귀포,3,7.2,2,70514
604,일,606,화,제주 썬호텔,제주,5,8.8,2,222545
604,일,606,화,블루 하와이 리조트,제주,3,7.9,2,111570
604,일,606,화,머큐어 앰배서더 제주,서귀포,5,8.0,2,424793
604,일,606,화,호텔 화인 제주,서귀포,4,9.2,2,115455
604,일,606,화,호텔 스카이파크 제주 1호점,제주,3,7.8,2,120000
604,일,606,화,엠버 호텔 제주,제주,4,8.5,2,141901
604,일,606,화,호텔더그랑 서귀포,서귀포,3,10.0,2,196070
604,일,606,화,아길라 호텔,제주,3,7.9,2,289090
604,일,606,화,호텔 삼해인,제주,1,8.0,2,58818
604,일,606,화,더 포 그레이스 리조트,서귀포,3,7.9,2,119309
604,일,606,화,소랑 풀빌라,제주,3,8.4,2,298609
604,일,606,화,오션스타,서귀포,0,0.0,2,220909
604,일,606,화,그랜드 밀리언스호텔 서귀포,서귀포,4,8.3,2,49321
604,일,606,화,아루미호텔 협재점,제주,3,8.0,2,115704
604,일,606,화,호텔52,서귀포,3,7.0,2,110182
605,월,607,수,파르나스 호텔 제주,서귀포,5,9.2,2,905000
